e, e_dot, e_int, stamp, 
1.3286941129654068, 0.09864249146852873, 0.26271335262922146, 1763159849329790126, 
1.3286941129654068, 0.05263100672446619, 0.26468620245859203, 1763159849329790126, 
1.3326427654471458, 0.013162174939129745, 0.26600206609186394, 1763159849589191180, 
1.3326427654471458, 0.013162174939129745, 0.26626530959064654, 1763159849589191180, 
1.3517876705529295, 0.06381635035261235, 0.2678048800964814, 1763159849879853254, 
1.3403028273606814, 0.02553353971178544, 0.2683155508907171, 1763159850039478073, 
1.3290418481260189, -0.07581940808970196, 0.26807548973597534, 1763159850179445289, 
1.3772108323760075, 0.12302668338442031, 0.2697703671908472, 1763159850320045311, 
1.3790006063151163, 0.16652919396365817, 0.2723502191211428, 1763159850480286100, 
1.370635092644645, -0.021919132437875355, 0.2751231020890512, 1763159850579403300, 
1.3630898852897912, -0.05303573675108364, 0.27418170561663685, 1763159850720771540, 
1.3442310701667315, -0.08801340825971134, 0.27186373654007784, 1763159850880527996, 
1.3634685367131039, 0.0012621714110420494, 0.27138596614464183, 1763159851029274163, 
1.3500385033008724, 0.019358110447136312, 0.2705158740120472, 1763159851189245755, 
1.3048348114402726, -0.1954457509094376, 0.2678894567636166, 1763159851329057755, 
1.2761000283356576, -0.24646158321738257, 0.26206488953845347, 1763159851479984845, 
1.2616644276184314, -0.1439012794061371, 0.25617328449295745, 1763159851589530671, 
1.2230856164971435, -0.17671470612838025, 0.25072333816341547, 1763159851729610403, 
1.205434416643057, -0.18743336991791462, 0.24601229738390884, 1763159851879422747, 
1.1702245461115628, -0.1762035679519358, 0.2399163052834509, 1763159852039780383, 
1.1116881282186917, -0.31248762808121794, 0.23248980606488742, 1763159852129946099, 
1.0841136727029785, -0.28703624469528083, 0.2244017564688822, 1763159852319395612, 
1.0584213818031014, -0.17755582138530088, 0.21694821218165145, 1763159852479404457, 
1.0584213818031014, -0.08564096966625707, 0.21339709575394541, 1763159852479404457, 
1.0557102969827914, -0.00903694940103339, 0.2115035373725996, 1763159852579411787, 
1.0793230851834, 0.06967234460099503, 0.2128969842646195, 1763159852723856693, 
1.0410552721950346, -0.04885008262585607, 0.2117392436240817, 1763159852883217422, 
1.0410552721950346, -0.1275593766278845, 0.2107622419715646, 1763159852883217422, 
1.039644788685079, -0.0047016116998518, 0.20811702220500988, 1763159853025256802, 
1.039644788685079, -0.0047016116998518, 0.20802298997101284, 1763159853025256802, 
1.0010264459306126, -0.1287278091815547, 0.20535440155338472, 1763159853184267877, 
0.9690783456670125, -0.23522147672688862, 0.20064997201884696, 1763159853334300430, 
0.9385167876752385, -0.2083655275179138, 0.19390810528485758, 1763159853475080474, 
0.9385167876752385, -0.10187185997257986, 0.18974079473449929, 1763159853475080474, 
0.9164554886010464, -0.07353766358064025, 0.18623260426343488, 1763159853635338617, 
0.897191344909636, -0.13775147588534153, 0.18347757474572807, 1763159853734274520, 
0.897191344909636, -0.06421381230470129, 0.18072254522802123, 1763159853734274520, 
0.9229163303387885, 0.08574995143050823, 0.18115326801053738, 1763159853875784275, 
0.8682869823799265, -0.09634787509903171, 0.17922631050855672, 1763159854040216414, 
0.8682869823799265, -0.18209782652953996, 0.1772993530065761, 1763159854040216414, 
0.8106473195952495, -0.19213220928225674, 0.16981475229034015, 1763159854179281715, 
0.8257754603229114, -0.1417050735233838, 0.16698065081987248, 1763159854339747932, 
0.8200096565921668, 0.03120778998972451, 0.16376216243402186, 1763159854479279717, 
0.7953190683317182, -0.1015213066373107, 0.16274027901645308, 1763159854579228737, 
0.7953190683317182, -0.08230196086816226, 0.1607098528837069, 1763159854579228737, 
0.7953190683317182, 0.0, 0.15906381366634365, 1763159854579228737, 
0.7361311255666007, -0.19729314255039174, 0.1551179508153358, 1763159854789411384, 
0.7295037492997867, -0.21938439677310498, 0.15073026287987368, 1763159854929403619, 
0.7558668425719229, 0.06578572335107429, 0.14810011449588736, 1763159855029262559, 
0.7558668425719229, 0.08787697757378754, 0.14941582896290884, 1763159855029262559, 
0.6786659978473878, -0.2573361490817838, 0.1460266455327489, 1763159855190301699, 
0.6691258060636451, -0.289136788360926, 0.1402439097655304, 1763159855329272255, 
0.718219307793225, 0.13184436648612388, 0.13773407411361718, 1763159855474167104, 
0.718219307793225, 0.16364500576526608, 0.14037096144333966, 1763159855474167104, 
0.7438230754191856, 0.08534589208653538, 0.14535077940037572, 1763159855635237039, 
1.9452276069381274, 4.0900276638163415, 0.2271513326767025, 1763159855779278434, 
1.9452276069381274, 4.004681771729806, 0.30895188595302936, 1763159855779278434, 
1.957623503760083, 0.04131965607318581, 0.3898719145090892, 1763159855939544784, 
2.0032960167432616, 0.19356136601711427, 0.3937431418294315, 1763159856035376913, 
2.0032960167432616, 0.15224170994392847, 0.39761436914977377, 1763159856035376913, 
1.9881001456177678, -0.05065290375164603, 0.3996461452736194, 1763159856179265989, 
2.0023656038074185, -0.0031013764528105745, 0.3995841177445632, 1763159856339671113, 
1.9638319559971662, -0.0808939654020054, 0.39695318036149013, 1763159856479312176, 
1.9638319559971662, -0.12844549270084085, 0.39533530105345005, 1763159856479312176, 
1.9330914874836715, -0.10246822837831553, 0.3907170266318669, 1763159856630299152, 
1.9330914874836715, -0.10246822837831553, 0.3886676620643006, 1763159856630299152, 
1.9337580350007866, 0.002221825057050116, 0.3866627339978753, 1763159856790613678, 
1.8635890287470578, -0.2316748624553792, 0.3820292367487677, 1763159856929285951, 
1.8318900345425133, -0.33956000152757754, 0.3752824732193572, 1763159857030366127, 
1.8318900345425133, -0.10566331401514824, 0.3684912731888056, 1763159857030366127, 
1.8242089239368418, -0.0256037020189052, 0.3658659328681246, 1763159857190925439, 
1.7979661754607894, -0.11307953027241302, 0.3636043422626763, 1763159857329295558, 
1.7741756184526312, -0.16677768494736864, 0.3597567145233508, 1763159857476884000, 
1.7741756184526312, -0.0793018566938608, 0.35642116082440345, 1763159857476884000, 
1.7440884306758273, -0.10029062592267952, 0.35282931117207267, 1763159857636474063, 
1.7440884306758273, -0.10029062592267952, 0.35082349865361906, 1763159857636474063, 
1.6803543730773314, -0.2124468586616531, 0.3445687489619324, 1763159857779328155, 
1.5594131537901494, -0.6155842562855929, 0.3322570638362205, 1763159857919635421, 
1.5094066771060903, -0.5698256532374701, 0.3166116135982381, 1763159858080333941, 
1.5094066771060903, -0.16668825561353037, 0.30521510053348866, 1763159858080333941, 
1.5108912231745941, 0.004948486895012631, 0.3019803051591183, 1763159858180489427, 
1.4670952044848886, -0.1410382420706724, 0.29915954031770486, 1763159858339806477, 
1.4670952044848886, -0.14598672896568501, 0.2963387754762914, 1763159858339806477, 
1.5372355059073326, 0.23380100474147994, 0.2980950609918073, 1763159858480316038, 
1.530335676558019, 0.21080157357710108, 0.30231109246334936, 1763159858627424843, 
1.530335676558019, -0.02299943116437886, 0.30652712393489134, 1763159858627424843, 
1.516668597215517, -0.04555693114167333, 0.30515599668877036, 1763159858787329314, 
1.6038563693680459, 0.24506897603342312, 0.31005737620943874, 1763159858929310513, 
1.6238623704381856, 0.3573125774088955, 0.31629248913478325, 1763159859077412248, 
1.6238623704381856, 0.06668667023379908, 0.3234387406829612, 1763159859077412248, 
1.613787812924231, -0.033581858379848985, 0.32410083692004016, 1763159859237325930, 
