x, y, theta, stamp, 
4.120558472209268e-08, -4.799384356601877e-08, 4.76974877943201e-07, 1761338743026808077, 
4.120558472209268e-08, -4.799384356601877e-08, 4.76974877943201e-07, 1761338743091209671, 
4.120558472209268e-08, -4.799384356601877e-08, 4.76974877943201e-07, 1761338743122252271, 
6.1808322016077e-08, -7.199078311259655e-08, 7.153978216125367e-07, 1761338743187514748, 
6.1808322016077e-08, -7.199078311259655e-08, 7.153987311176551e-07, 1761338743231970680, 
0.00013181540998630226, -9.097776637645438e-05, 0.0013017828297709254, 1761338743281908831, 
0.0025931871496140957, -6.820676208008081e-05, 0.00867524149433046, 1761338743331794245, 
0.007698635570704937, 7.774084224365652e-05, 0.01718214419531454, 1761338743381866870, 
0.013983853161334991, 0.00016885770310182124, 0.026705413014224605, 1761338743427817727, 
0.021126845851540565, 0.0006989697576500475, 0.038831736900994604, 1761338743471807427, 
0.031002026051282883, 0.00142722821328789, 0.05670972993842332, 1761338743521351282, 
0.07346711307764053, 0.0058244820684194565, 0.1336508738810469, 1761338743681904040, 
0.10251832753419876, 0.010287522338330746, 0.1856123843142278, 1761338743782817300, 
0.11547427624464035, 0.012986012734472752, 0.20898893096766022, 1761338743828820293, 
0.15987882018089294, 0.02390848845243454, 0.2867597090573983, 1761338743988656387, 
0.18420112133026123, 0.031680572777986526, 0.3288220361363095, 1761338744081211795, 
0.2102351039648056, 0.04098516330122948, 0.37330979072319875, 1761338744182860396, 
0.22190524637699127, 0.04561677947640419, 0.39275716797341104, 1761338744228821118, 
0.24543891847133636, 0.05599938705563545, 0.42766092372334047, 1761338744321391075, 
0.28400859236717224, 0.07437397539615631, 0.47345906473406674, 1761338744481842368, 
0.3063044548034668, 0.08617021143436432, 0.5002561828858477, 1761338744579934399, 
0.31740400195121765, 0.0923321396112442, 0.5118959644591636, 1761338744629919082, 
0.3372810482978821, 0.10385515540838242, 0.5325640077685478, 1761338744721230505, 
0.3704732060432434, 0.12430088222026825, 0.5664042901304878, 1761338744881965163, 
0.3802579343318939, 0.1307155042886734, 0.5763818749641809, 1761338744933026369, 
0.39943981170654297, 0.14356231689453125, 0.5956848108929175, 1761338745029906438, 
0.41696909070014954, 0.1557864397764206, 0.6139330670239808, 1761338745121522349, 
0.4372297525405884, 0.17061343789100647, 0.6368387842607212, 1761338745232872390, 
0.45447689294815063, 0.18367379903793335, 0.6587766767967935, 1761338745333312098, 
0.471238374710083, 0.19690896570682526, 0.6798805344525413, 1761338745430192904, 
0.4974314868450165, 0.2188994586467743, 0.7137066261032855, 1761338745591986241, 
0.5038086771965027, 0.22445301711559296, 0.7211141156861637, 1761338745632023283, 
0.5186642408370972, 0.23777304589748383, 0.7398415540031988, 1761338745732445966, 
0.533052921295166, 0.2512832283973694, 0.7586212103534863, 1761338745831545948, 
0.5459018349647522, 0.2635430693626404, 0.7753284551249795, 1761338745922195673, 
0.5606444478034973, 0.2783941924571991, 0.7934972858020487, 1761338746031957249, 
0.580115795135498, 0.2988269627094269, 0.8157190148312412, 1761338746181787812, 
0.5860652327537537, 0.3054402470588684, 0.8217656073636173, 1761338746232057778, 
0.6052644848823547, 0.32670858502388, 0.8428535775196014, 1761338746391879978, 
0.615350604057312, 0.33837661147117615, 0.8554462408430678, 1761338746482795087, 
0.6263846755027771, 0.35147765278816223, 0.8670990218838497, 1761338746581788835, 
0.6316399574279785, 0.3578135669231415, 0.8723388140378264, 1761338746631834714, 
0.6462161540985107, 0.375547856092453, 0.8885820800835762, 1761338746771848415, 
0.6568025350570679, 0.38904091715812683, 0.9002540489668852, 1761338746883903025, 
0.6663317680358887, 0.4013771712779999, 0.9104662802686554, 1761338746981811500, 
0.6708370447158813, 0.4073100984096527, 0.9146731370401004, 1761338747031836969, 
0.6835750341415405, 0.4242442548274994, 0.9274140545738069, 1761338747172181851, 
0.6926283240318298, 0.43666133284568787, 0.9357208278729733, 1761338747281842151, 
0.700934112071991, 0.4482461214065552, 0.9445988663586443, 1761338747381791554, 
0.7049779891967773, 0.45373985171318054, 0.9490928546970695, 1761338747431817495, 
0.7119147181510925, 0.463895708322525, 0.9549178293404551, 1761338747521355372, 
0.7240281701087952, 0.48159173130989075, 0.9683378945036103, 1761338747681790667, 
0.731259822845459, 0.49226394295692444, 0.9764599170234126, 1761338747781792658, 
0.7346767783164978, 0.497435063123703, 0.980528888468969, 1761338747831808084, 
0.7455951571464539, 0.5141415596008301, 0.9923110264771262, 1761338747991235129, 
0.7481991648674011, 0.5183104276657104, 0.9947066720195286, 1761338748032916351, 
0.7576654553413391, 0.5331979393959045, 1.003758770869099, 1761338748181803106, 
0.7607290744781494, 0.5381597280502319, 1.0068980735630526, 1761338748231797500, 
0.7691874504089355, 0.5518003106117249, 1.0129719526993024, 1761338748371583067, 
0.7756741046905518, 0.5622692108154297, 1.0175780752031256, 1761338748482020569, 
0.7813624739646912, 0.5714322328567505, 1.0220191774530307, 1761338748582963241, 
0.7839744091033936, 0.5758751034736633, 1.023951955572732, 1761338748632825171, 
0.7912952899932861, 0.588480532169342, 1.0312553135312308, 1761338748771354373, 
0.7971518039703369, 0.5983768105506897, 1.0361821227830292, 1761338748881842919, 
0.8021537065505981, 0.6068000793457031, 1.0391531107534557, 1761338748981807097, 
0.8045448064804077, 0.6109887957572937, 1.0406959200439472, 1761338749032825733, 
0.8088775277137756, 0.6185468435287476, 1.0436459901785073, 1761338749121384913, 
0.8163450956344604, 0.6315640211105347, 1.0498105358392444, 1761338749281804487, 
0.8206642270088196, 0.6392647624015808, 1.0529755004777632, 1761338749381841211, 
0.8231245875358582, 0.6430056691169739, 1.053905917874845, 1761338749432798637, 
0.8300849199295044, 0.6554256677627563, 1.0591770171991721, 1761338749593267423, 
0.833747923374176, 0.6619377732276917, 1.0625714091377825, 1761338749682109973, 
0.8375718593597412, 0.6692882776260376, 1.0649324946735967, 1761338749781814796, 
0.8397109508514404, 0.6724374890327454, 1.0666414352412956, 1761338749827832674, 
0.8457849621772766, 0.6837038397789001, 1.0709862635388936, 1761338749988090734, 
0.8490124344825745, 0.6900473237037659, 1.0738323763176725, 1761338750082020420, 
0.8523850440979004, 0.6966448426246643, 1.0767474886118038, 1761338750181799890, 
0.8541328310966492, 0.6995688080787659, 1.0790581427074575, 1761338750228037744, 
0.8589769601821899, 0.7089043259620667, 1.082823178584657, 1761338750372913469, 
0.8625608086585999, 0.7158446311950684, 1.0849740970327593, 1761338750481886016, 
0.865556001663208, 0.7219966650009155, 1.0878575008018792, 1761338750582822139, 
0.8671375513076782, 0.7248087525367737, 1.0899490238777836, 1761338750628835242, 
0.8713423609733582, 0.7332308888435364, 1.092981502536279, 1761338750771462795, 
0.874590277671814, 0.7394194602966309, 1.0940827673018187, 1761338750881848320, 
0.8775725960731506, 0.7451048493385315, 1.0943246208984436, 1761338750983826060, 
0.8789827823638916, 0.7477392554283142, 1.0953863730534905, 1761338751028871977, 
0.8835878968238831, 0.7567981481552124, 1.0976496284121495, 1761338751189482683, 
0.8858149647712708, 0.7615784406661987, 1.0979416311440724, 1761338751282132949, 
0.8885218501091003, 0.7665256857872009, 1.099224121085852, 1761338751380037803, 
0.8896671533584595, 0.7690141797065735, 1.0996988592645738, 1761338751429843912, 
0.8919296860694885, 0.7736765146255493, 1.1003313009421414, 1761338751523019697, 
0.8957590460777283, 0.7815712690353394, 1.1032021429736572, 1761338751681209597, 
0.8968629240989685, 0.7837406992912292, 1.1038260338441686, 1761338751732894721, 
0.8994022607803345, 0.7884946465492249, 1.1065021195130635, 1761338751831060172, 
0.9017630815505981, 0.7935069799423218, 1.106444883290889, 1761338751940473111, 
0.9039376974105835, 0.7975276708602905, 1.1069498367810704, 1761338752032470492, 
0.9059603810310364, 0.8020755052566528, 1.1075953250319954, 1761338752133424297, 
0.9082448482513428, 0.8062896132469177, 1.109306174110336, 1761338752230871461, 
0.9100520610809326, 0.8102368712425232, 1.1097245272668146, 1761338752323698575, 
0.9134188294410706, 0.8168702721595764, 1.1123709531934407, 1761338752482829381, 
0.9144155979156494, 0.8188686966896057, 1.113081862006522, 1761338752532839940, 
0.916205644607544, 0.8228569030761719, 1.1143176011541394, 1761338752631850285, 
0.9180362224578857, 0.8262609243392944, 1.1149135340648835, 1761338752723087605, 
0.9208084344863892, 0.8322739005088806, 1.1150837813433703, 1761338752882819631, 
0.9216172695159912, 0.8340091705322266, 1.1150837813433703, 1761338752931853777, 
0.9235342144966125, 0.8375653624534607, 1.1170307268727782, 1761338753032852379, 
0.9257495999336243, 0.8427515029907227, 1.1181008910012906, 1761338753171864070, 
0.9277442097663879, 0.8463085293769836, 1.1193861538737144, 1761338753282837015, 
0.9293549060821533, 0.8498026132583618, 1.119486484377136, 1761338753381856420, 
0.930221438407898, 0.8516757488250732, 1.1201935819384892, 1761338753433168320, 
0.9327555298805237, 0.8565858006477356, 1.121309664307789, 1761338753592696561, 
0.9340978264808655, 0.8595064282417297, 1.121663216759291, 1761338753683883621, 
0.9354069828987122, 0.8625842332839966, 1.1216630862234667, 1761338753781846733, 
0.9362692832946777, 0.8642289638519287, 1.1216630862234667, 1761338753832863089, 
0.9383332133293152, 0.868293821811676, 1.1221643110230959, 1761338753971192627, 
0.9391583800315857, 0.8701198697090149, 1.1221643110230959, 1761338754031890092, 
0.9404358267784119, 0.8728343844413757, 1.123032699104224, 1761338754131866782, 
0.9417181015014648, 0.8754872679710388, 1.123032699104224, 1761338754232867990, 
