odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
0.00018653635925147682, -0.00021890466450713575, 0.0021607395152921836, 0.0, -1.3972063506173527e-08, 0, 0, 0, 1763160095982559062, 
0.00018653635925147682, -0.00021890466450713575, 0.0021607371869903054, 0.0, -1.5779132667148588e-08, 0, 0, 0, 1763160096142447159, 
0.00018653635925147682, -0.00021890466450713575, 0.00216073672132993, 0.0, -1.523038761774842e-08, 0, 0, 0, 1763160096173021645, 
0.00018653635925147682, -0.00021890466450713575, 0.0021607357900091787, 0.0, -1.3393097297864642e-08, 0, 0, 0, 1763160096242559151, 
0.00018653635925147682, -0.00021890466450713575, 0.0021607343930280516, 0.0, -1.7925941619978403e-08, 0, 0, 0, 1763160096332482000, 
0.00018653635925147682, -0.00021890466450713575, 0.002160732996046925, 0.0, -1.391486037505274e-08, 0, 0, 0, 1763160096432708039, 
0.00018653635925147682, -0.00021890466450713575, 0.0021607313670340134, 0.0, -1.563873297527607e-08, 0, 0, 0, 1763160096542224936, 
0.00018653635925147682, -0.00021890466450713575, 0.0021607299700528867, 0.0, -1.3541127330540803e-08, 0, 0, 0, 1763160096642060888, 
0.0010089948773384094, -0.0001593805936863646, -0.0038890251588300936, 0.020278693076257105, -0.15109123289585114, 0, 0, 0, 1763160096732584682, 
0.004377907607704401, -0.0006351948250085115, -0.05543226803441341, 0.03136518283661773, -0.5909324288368225, 0, 0, 0, 1763160096832686698, 
0.007047395221889019, -0.0005892474437132478, -0.1138102326073752, 0.028447713493876283, -0.5709711909294128, 0, 0, 0, 1763160096932209218, 
0.008645398542284966, -0.001087644835934043, -0.1648651880754249, 0.012131537239120313, -0.5733136534690857, 0, 0, 0, 1763160097022589424, 
0.010135496966540813, -0.0019472672138363123, -0.2330623723116795, 0.014520191597093111, -0.631033182144165, 0, 0, 0, 1763160097133808875, 
0.011901896446943283, -0.0026092908810824156, -0.28889018403080496, 0.018158292883903113, -0.556607186794281, 0, 0, 0, 1763160097232663271, 
0.014302191324532032, -0.0037158578634262085, -0.3491526228456977, 0.028056835350124223, -0.5585129857063293, 0, 0, 0, 1763160097343022709, 
0.015136769972741604, -0.004418808035552502, -0.40027513267005205, 0.009859035532850696, -0.4932500720024109, 0, 0, 0, 1763160097442777042, 
0.01585843414068222, -0.005340189207345247, -0.4360838162003521, 0.013933604734618642, -0.3189891576766968, 0, 0, 0, 1763160097533812203, 
0.016970718279480934, -0.005641726776957512, -0.44907459353835094, 0.012317369723685929, -0.10660813748836517, 0, 0, 0, 1763160097632252878, 
0.018276873975992203, -0.006533308885991573, -0.4683984742646381, 0.010980124745769457, -0.16679787635803223, 0, 0, 0, 1763160097742363843, 
0.01947673223912716, -0.007188190706074238, -0.4817090274618208, 0.011929717658445844, -0.1284787952899933, 0, 0, 0, 1763160097842110072, 
0.020577676594257355, -0.007688160985708237, -0.4934133187190029, 0.010457277865072452, -0.12579378485679626, 0, 0, 0, 1763160097932603924, 
0.022430237382650375, -0.008724907413125038, -0.506501641001069, 0.03094773196097539, -0.13811933994293213, 0, 0, 0, 1763160098028703638, 
0.032038699835538864, -0.014130850322544575, -0.5884872708782086, 0.0, -1.386303779327136e-06, 0, 0, 0, 1763160114429725138, 
0.032038699835538864, -0.014130850322544575, -0.5884869958354534, 0.0, 0.0, 0, 0, 0, 1763160114529354059, 
0.032038699835538864, -0.014130850322544575, -0.5884869854178061, 0.0, 0.0, 0, 0, 0, 1763160114639665112, 
0.032038699835538864, -0.014130850322544575, -0.5884872428130923, 0.0, -1.2376601716823643e-06, 0, 0, 0, 1763160114737906643, 
0.032038699835538864, -0.014130850322544575, -0.5884873712263946, 0.0, 0.0, 0, 0, 0, 1763160114829704465, 
0.032038699835538864, -0.014130850322544575, -0.5884875037202373, 0.0, -2.374086534473463e-06, 0, 0, 0, 1763160114879917165, 
0.03344070166349411, -0.015326120890676975, -0.5894310100621187, 0.029389451124702894, -0.014496012590825558, 0, 0, 0, 1763160115039864424, 
0.0372396819293499, -0.017823997884988785, -0.5859010169531926, 0.08900650735324445, 0.06908578425645828, 0, 0, 0, 1763160115090946024, 
0.04948898404836655, -0.02559412084519863, -0.5713938099797872, 0.16858644241645138, 0.1541951596736908, 0, 0, 0, 1763160115187816347, 
0.067061647772789, -0.0360134057700634, -0.5539453634026857, 0.24325651947759797, 0.17682257294654846, 0, 0, 0, 1763160115279019777, 
0.11146480590105057, -0.06316890567541122, -0.5443380056151469, 0.3600153014026038, -0.004667597822844982, 0, 0, 0, 1763160115438139904, 
0.14481401443481445, -0.0840086042881012, -0.5474552805746867, 0.4105076961439736, -0.026845403015613556, 0, 0, 0, 1763160115538846430, 
0.15982159972190857, -0.09305814653635025, -0.5486525912259395, 0.39035146659253184, -0.026652691885828972, 0, 0, 0, 1763160115583741077, 
0.19329825043678284, -0.11371476203203201, -0.5559230276150745, 0.39860731285149753, -0.07273785769939423, 0, 0, 0, 1763160115683885383, 
0.24616368114948273, -0.1477755755186081, -0.5709013066917624, 0.39202564754177055, -0.11314965039491653, 0, 0, 0, 1763160115843216365, 
0.262235164642334, -0.15829727053642273, -0.5762580762574883, 0.3788394617890825, -0.1056545153260231, 0, 0, 0, 1763160115893920176, 
0.29068994522094727, -0.17710545659065247, -0.5866430191731214, 0.38893071719460826, -0.12063893675804138, 0, 0, 0, 1763160115983853233, 
0.3197673559188843, -0.19701999425888062, -0.6009594371462624, 0.3398618438586006, -0.15533244609832764, 0, 0, 0, 1763160116083860831, 
0.36325109004974365, -0.22897987067699432, -0.6293267877375288, 0.3306356680874576, -0.18649432063102722, 0, 0, 0, 1763160116244044089, 
0.3767631947994232, -0.23951740562915802, -0.6367798216884938, 0.337608594926114, -0.14692258834838867, 0, 0, 0, 1763160116294771243, 
0.4019520878791809, -0.258637934923172, -0.6464765841113753, 0.34313282097560965, -0.10780870914459229, 0, 0, 0, 1763160116384759383, 
0.43917566537857056, -0.2875852882862091, -0.6625853531585412, 0.27798994059656595, -0.11691563576459885, 0, 0, 0, 1763160116537880907, 
0.4485952854156494, -0.29534754157066345, -0.6644693510208998, 0.3461265143994908, -0.053457483649253845, 0, 0, 0, 1763160116573132482, 
0.4780263900756836, -0.31898412108421326, -0.6754432678866483, 0.3080969453979159, -0.07622004300355911, 0, 0, 0, 1763160116695783759, 
0.5120905041694641, -0.3475322723388672, -0.6858281715899566, 0.3086798553823615, -0.07248808443546295, 0, 0, 0, 1763160116833819063, 
0.5341117978096008, -0.3659820258617401, -0.6911790404916976, 0.2763416072550226, -0.04700701683759689, 0, 0, 0, 1763160116934372160, 
0.5425608158111572, -0.37309062480926514, -0.6925712121052788, 0.27955760471594493, -0.035227954387664795, 0, 0, 0, 1763160116973867818, 
0.5789491534233093, -0.40386199951171875, -0.7003424432516936, 0.31834731241668124, -0.04554993659257889, 0, 0, 0, 1763160117133869520, 
0.5902730822563171, -0.4133912920951843, -0.7028349115915582, 0.29581718704824983, -0.049834419041872025, 0, 0, 0, 1763160117183900448, 
0.6117613315582275, -0.43190234899520874, -0.7084335273605685, 0.27633293034147566, -0.040798429399728775, 0, 0, 0, 1763160117283731702, 
0.640002965927124, -0.45641690492630005, -0.7173691136615442, 0.25467827880189453, -0.06097111105918884, 0, 0, 0, 1763160117424838128, 
0.6519678831100464, -0.4670640230178833, -0.7200451351057686, 0.25034765678754584, -0.04184051603078842, 0, 0, 0, 1763160117488811187, 
0.6694754958152771, -0.4826059341430664, -0.7273101703684308, 0.24828661925836729, -0.09950299561023712, 0, 0, 0, 1763160117583790757, 
0.6971657276153564, -0.507863461971283, -0.7378644584083041, 0.26395285198821894, -0.05917501449584961, 0, 0, 0, 1763160117729383968, 
0.7055351138114929, -0.5156785845756531, -0.7402379165146028, 0.26102863086752864, -0.05409497767686844, 0, 0, 0, 1763160117773248685, 
0.7345396876335144, -0.5423693060874939, -0.7496864410334648, 0.22927233559812238, -0.07164759933948517, 0, 0, 0, 1763160117934880851, 
0.7430261969566345, -0.5503210425376892, -0.7533968182463538, 0.23777397197847652, -0.07583912461996078, 0, 0, 0, 1763160117983791962, 
0.7595140337944031, -0.5659496784210205, -0.759099618509135, 0.2200997861125469, -0.05443544313311577, 0, 0, 0, 1763160118084756515, 
0.7669464945793152, -0.5729827284812927, -0.7629344965830492, 0.22666919566223348, -0.0849214717745781, 0, 0, 0, 1763160118129900005, 
0.7741510272026062, -0.5798713564872742, -0.765835816810446, 0.2300513347821513, -0.06695961952209473, 0, 0, 0, 1763160118173229337, 
0.7930638790130615, -0.5981274247169495, -0.7733803699254881, 0.22814534230203562, -0.06414979696273804, 0, 0, 0, 1763160118289844233, 
0.8072381615638733, -0.6124563217163086, -0.7765657590144563, 0.21600034728301407, -0.03357812389731407, 0, 0, 0, 1763160118383799991, 
0.821969747543335, -0.6270195841789246, -0.7861507055368478, 0.20221861339614502, -0.11542633175849915, 0, 0, 0, 1763160118484907757, 
