acc_x, acc_y, angular_z, stamp, 
-0.03997337818145752, -0.021938562393188477, -9.839048053015866e-10, 1759518748417077786, 
-0.023569345474243164, 1.4603137969970703e-05, -6.201589920853903e-10, 1759518748447126747, 
0.03432917594909668, -0.0051274895668029785, -3.2000828452986014e-10, 1759518748477058894, 
0.0538216233253479, -0.008466064929962158, -1.613142921034382e-10, 1759518748507115074, 
-0.02565521001815796, -0.008068382740020752, 3.9877216207206596e-11, 1759518748537053182, 
-0.061316490173339844, 0.004842281341552734, 2.5298366996134993e-10, 1759518748568816658, 
-0.0015696287155151367, 0.008666574954986572, 3.6089910837070434e-10, 1759518748596190316, 
0.04685497283935547, -0.016257524490356445, 3.6933691686488556e-10, 1759518748626067603, 
0.0034397244453430176, 0.00013583898544311523, 3.1245819927485834e-10, 1759518748647981610, 
-0.02007436752319336, -0.0067209601402282715, 7.425285218947676e-10, 1759518748676087200, 
-0.03772526979446411, 0.018611431121826172, 7.194916991020238e-10, 1759518748706219909, 
0.06493669748306274, -0.006400346755981445, 5.524037148986477e-10, 1759518748735885541, 
0.03227788209915161, 0.006279468536376953, 6.261775471832956e-10, 1759518748766296309, 
-0.01317894458770752, 0.006378471851348877, 8.700501737439531e-10, 1759518748796050899, 
-0.07070428133010864, 0.006435990333557129, 9.262183162866665e-10, 1759518748824778629, 
-0.00033795833587646484, 0.0243985652923584, 7.295275798371377e-10, 1759518748856484190, 
0.051623523235321045, -0.0008218288421630859, 5.503877905232316e-10, 1759518748888849676, 
-0.022202610969543457, 0.029874563217163086, 7.928281636652151e-10, 1759518748975495979, 
-0.02648329734802246, 0.006400763988494873, 6.627851787833064e-10, 1759518749065411968, 
-0.02083146572113037, 0.004574894905090332, 5.753537090454395e-10, 1759518749095792037, 
0.008097052574157715, -0.0008721351623535156, 4.3112146580381955e-10, 1759518749127807690, 
0.04755204916000366, -0.011688828468322754, 4.293907106143001e-10, 1759518749155457009, 
0.007704734802246094, -0.015226364135742188, 4.4714307100432764e-10, 1759518749185248814, 
-0.049834370613098145, -0.016897618770599365, 4.864864025212853e-10, 1759518749215224996, 
0.01158064603805542, 0.00828474760055542, 4.447032949182425e-10, 1759518749245109576, 
0.049472033977508545, -0.004290938377380371, 3.179209949137574e-10, 1759518749275031528, 
0.01699012517929077, -0.004194080829620361, 3.1870342162892333e-10, 1759518749305019091, 
-0.058560192584991455, 0.0013428926467895508, 3.8603301937133454e-10, 1759518749336970517, 
-0.04100048542022705, 0.0218314528465271, 0.0009248444092479636, 1759518749367841370, 
0.2569540739059448, 0.01856684684753418, 0.0050614935938063516, 1759518749394868067, 
1.1098366975784302, 0.47604310512542725, 0.12321300272112733, 1759518749424714363, 
0.9761203527450562, 0.19312763214111328, 0.1858713305827235, 1759518749454690785, 
0.6285472512245178, -0.36732572317123413, 0.21212297576183908, 1759518749484658654, 
0.5735317468643188, -0.02700984477996826, 0.28170633011647594, 1759518749514572939, 
0.71525639295578, 0.39609140157699585, 0.31034225308123703, 1759518749544617393, 
0.189178466796875, 0.16183900833129883, 0.3299654032765057, 1759518749576576120, 
0.8241477012634277, 0.04314768314361572, 0.44306380035070164, 1759518749606558604, 
0.7355743646621704, 0.2421852946281433, 0.5375536003695759, 1759518749634400004, 
-0.02557218074798584, 0.012536704540252686, 0.5166855620792342, 1759518749664394283, 
0.3772185444831848, 0.015561044216156006, 0.5329255772069861, 1759518749694285678, 
-0.15896135568618774, 0.3489067554473877, 0.5023474140544982, 1759518749724290048, 
0.13275450468063354, -0.41444873809814453, 0.5005046625127462, 1759518749754266856, 
-0.5698315501213074, 0.027901947498321533, 0.4800808830820671, 1759518749784988768, 
-0.06449216604232788, 0.42707693576812744, 0.470467912343521, 1759518749816516603, 
-0.36353760957717896, -0.13166606426239014, 0.5144206039130518, 1759518749844115892, 
-0.33621495962142944, -0.2573288083076477, 0.4899974327648936, 1759518749874022664, 
0.4866992235183716, 0.5165537595748901, 0.5170232075110578, 1759518749904078562, 
-0.1294255256652832, 0.2447163462638855, 0.4971736790484476, 1759518749933968541, 
-0.11770737171173096, -0.8168677687644958, 0.5349841489677077, 1759518749964087542, 
-0.14817237854003906, -0.035452067852020264, 0.5556926493388593, 1759518749994059300, 
0.0649988055229187, 0.7794358134269714, 0.507899522968785, 1759518750023745069, 
-0.09495687484741211, -0.5348691940307617, 0.44544221467961753, 1759518750056858030, 
0.1806725263595581, -0.3616771697998047, 0.608557701887937, 1759518750082731648, 
-0.03236609697341919, 1.086106300354004, 0.4813770872473933, 1759518750113631850, 
0.04755735397338867, -0.10464459657669067, 0.5106138248942081, 1759518750143597705, 
0.08071422576904297, -0.5020742416381836, 0.5060912095411599, 1759518750173610318, 
0.2584867477416992, 0.7304106950759888, 0.5048196820032257, 1759518750203508889, 
-0.5504881143569946, 0.07525306940078735, 0.5298626858930033, 1759518750233438667, 
-0.2707369923591614, -0.3907359838485718, 0.4866399886121138, 1759518750264671402, 
0.2589322328567505, 0.3438071012496948, 0.4347987669503178, 1759518750297149077, 
-0.05554521083831787, 0.5840439200401306, 0.5157931114767279, 1759518750333452068, 
-0.46562808752059937, 0.06102621555328369, 0.518677525251828, 1759518750363297585, 
0.5344449877738953, -0.3178473711013794, 0.5352201074753735, 1759518750393222159, 
0.14886939525604248, 0.26426202058792114, 0.4780171675412777, 1759518750425086310, 
0.16728967428207397, 0.1755046248435974, 0.5055223140324188, 1759518750456119534, 
0.10525530576705933, 0.08282291889190674, 0.5309188149215777, 1759518750493018167, 
-0.040796637535095215, -0.44809192419052124, 0.4808920394732678, 1759518750522989344, 
0.25357282161712646, 0.36119067668914795, 0.5078682895559326, 1759518750552991888, 
0.055551111698150635, 0.562666118144989, 0.4623864419876678, 1759518750584657498, 
0.005215942859649658, -0.5513636469841003, 0.49459351237263227, 1759518750614390638, 
-0.2720494866371155, 0.49338293075561523, 0.5199916432665458, 1759518750642877977, 
0.5146996378898621, 0.4280371069908142, 0.5301484430920245, 1759518750671757139, 
-0.48369938135147095, 0.23973023891448975, 0.4654485174944299, 1759518750694686770, 
-0.063323974609375, 0.9990308880805969, 0.558180583820051, 1759518750722678063, 
-0.37214547395706177, -0.6619676947593689, 0.5049405492414059, 1759518750752591625, 
0.02848052978515625, -0.1779293417930603, 0.5211368963984431, 1759518750782554558, 
0.4886586666107178, 1.1374268531799316, 0.5162592056303077, 1759518750812530215, 
-0.3822145462036133, -0.5139464735984802, 0.4889470623334504, 1759518750842533142, 
-0.32386040687561035, -0.43482810258865356, 0.47259740599104993, 1759518750872987715, 
-0.20595937967300415, 0.9207435250282288, 0.46673611379534535, 1759518750904805097, 
0.1747671365737915, -0.19094973802566528, 0.5642980934763075, 1759518750932334813, 
-0.07227730751037598, -0.47152072191238403, 0.5155222747884656, 1759518750962272337, 
0.5972692370414734, 0.8383264541625977, 0.4738664436118758, 1759518750992238276, 
-0.7731093764305115, -0.22535383701324463, 0.47033853112719753, 1759518751022209191, 
0.18509554862976074, -0.5239611864089966, 0.4921734193719342, 1759518751052136228, 
-0.06587207317352295, 0.9455318450927734, 0.5276153672575781, 1759518751082139962, 
0.06538712978363037, 0.24369406700134277, 0.5171870677704037, 1759518751112822107, 
-0.27050137519836426, -0.365653395652771, 0.4859758820096904, 1759518751143753980, 
-0.016766726970672607, 0.42358094453811646, 0.5245042936406412, 1759518751172008284, 
0.23958349227905273, -0.05444997549057007, 0.5242576020463495, 1759518751201911436, 
-0.38158249855041504, -0.13940924406051636, 0.5309725762224409, 1759518751231831847, 
0.26260286569595337, 0.05213510990142822, 0.48827746714432513, 1759518751261836659, 
-0.3746187090873718, 0.26170241832733154, 0.4560052649589579, 1759518751291770663, 
0.2738892436027527, -0.06918013095855713, 0.4913156447101569, 1759518751320745286, 
-0.26082319021224976, -0.007201552391052246, 0.48206222880477906, 1759518751352559909, 
0.27670639753341675, 0.7940484285354614, 0.4578021532786796, 1759518751385479509, 
-0.2293117642402649, 0.4448949694633484, 0.5349696915481065, 1759518751412300490, 
0.061870276927948, -0.5117602944374084, 0.48762643328384425, 1759518751442278532, 
-0.5587232112884521, 0.29620593786239624, 0.525793769427365, 1759518751472116222, 
0.35083091259002686, 0.6298309564590454, 0.5544681835600918, 1759518751501425478, 
-0.5403963923454285, -0.33656007051467896, 0.5108675468354701, 1759518751531407327, 
0.5240776538848877, -0.27773749828338623, 0.5039820075393527, 1759518751561364886, 
0.4682655930519104, 0.7386177778244019, 0.49438180360639883, 1759518751592558135, 
-0.40912777185440063, -0.2033270001411438, 0.4513639708417309, 1759518751624273634, 
-0.265805721282959, -0.5309358239173889, 0.5663046785165347, 1759518751651171353, 
-0.2956386208534241, 1.019741177558899, 0.5139282169951216, 1759518751681168186, 
-0.12814903259277344, -0.14188683032989502, 0.4961077875511888, 1759518751711168219, 
-0.367800235748291, -0.6869522333145142, 0.5061723133788941, 1759518751741070365, 
0.6128610372543335, 0.7381560802459717, 0.48341236451933056, 1759518751770983444, 
-0.32453715801239014, -0.11716347932815552, 0.4747762136854675, 1759518751801021675, 
0.522051990032196, -0.611457109451294, 0.47716377355863043, 1759518751832551182, 
-0.5203209519386292, 1.012851595878601, 0.5180699668118244, 1759518751860960195, 
0.007475018501281738, 0.068156898021698, 0.4924685380082203, 1759518751890811172, 
-0.448890745639801, -0.6217212677001953, 0.5246227099367791, 1759518751919736783, 
0.5184062719345093, 0.6774415969848633, 0.4963558070251665, 1759518751950704130, 
0.35166919231414795, 0.31151729822158813, 0.5254781598299167, 1759518751980707192, 
-0.3207293748855591, -0.5235453248023987, 0.507024001258629, 1759518752010590688, 
0.016284942626953125, 0.10685497522354126, 0.5317975722343682, 1759518752040594126, 
-0.23703372478485107, 0.48601239919662476, 0.4642905953141579, 1759518752073350618, 
0.014887452125549316, -0.30494076013565063, 0.5422449852972506, 1759518752100580212, 
