e, e_dot, e_int, stamp, 
2.7041633285182285, 0.0, 0.0, 1761333392.5238686, 
2.7041633285182285, 0.0, 0.0, 1761333392.573675, 
2.7041633285182285, 0.0, 0.2596944361249445, 1761333392.6199038, 
2.7041633285182285, 0.0, 0.2568325200203305, 1761333392.6686518, 
2.7041633285182285, 0.0, 0.2603156094831385, 1761333392.7161684, 
2.7041633285182285, 0.0, 0.2606523859840721, 1761333392.765041, 
2.7041051237224103, -0.00030470594962948903, 0.3043401605526433, 1761333392.8287141, 
2.702125234249925, -0.014006641314763209, 0.3023524352347358, 1761333392.87688, 
2.6988031992216643, -0.03643247768730524, 0.2617435781628015, 1761333392.9255962, 
2.694701127774544, -0.051170370815939226, 0.26120582241296175, 1761333392.973675, 
2.6833273443293275, -0.06832077401422126, 0.38538178824522495, 1761333393.0687397, 
2.667220537212439, -0.0953264914520519, 0.5146198853304864, 1761333393.1655722, 
2.65076595947995, -0.11343557786238456, 0.5105248484603531, 1761333393.260155, 
2.632256935069568, -0.11186112975581226, 0.5541569177077783, 1761333393.3746817, 
2.616646250461773, -0.10965014547437646, 0.5472244090415381, 1761333393.4679704, 
2.6008938984626475, -0.10948416427508435, 0.4999260156420152, 1761333393.565741, 
2.582777884450844, -0.10814252561586284, 0.5426404422532167, 1761333393.6766696, 
2.565797397784201, -0.11219757008344229, 0.5396806049751769, 1761333393.774664, 
2.5492139050662694, -0.11661135998285264, 0.4924613624743379, 1761333393.868593, 
2.531454085681017, -0.1204106386330872, 0.48451874322986466, 1761333393.964759, 
2.508919932604124, -0.12812105614167268, 0.5287787997369988, 1761333394.0776076, 
2.4876880960042054, -0.1410141124713441, 0.5217103403052631, 1761333394.1726654, 
2.46460354384714, -0.15466615645900256, 0.4749983222394029, 1761333394.2685947, 
2.4401926589389715, -0.16405927894680514, 0.47552495552662605, 1761333394.3656418, 
2.409708022447911, -0.1757868847817107, 0.5060883310491618, 1761333394.4761639, 
2.3830266030049523, -0.18409453269492193, 0.4991519498670928, 1761333394.5726748, 
2.355204175243776, -0.18878618098376795, 0.4586211506095731, 1761333394.668648, 
2.3264358190439216, -0.19548950484903563, 0.4544384137245909, 1761333394.7656515, 
2.2927918451192753, -0.19963516451239985, 0.484220507349566, 1761333394.8769317, 
2.2638670041239224, -0.20148302244340066, 0.4749837029888485, 1761333394.9726732, 
2.2347465748699284, -0.20187733835051458, 0.433935672396768, 1761333395.0686162, 
2.2049881034966576, -0.20233913115954447, 0.43348657718405714, 1761333395.1666675, 
2.170369574500566, -0.20434493497707654, 0.4624680846378936, 1761333395.2785075, 
2.1410017991241093, -0.20715617811225742, 0.4474304275112117, 1761333395.3726554, 
2.115982095167459, -0.19085728537807398, 0.4073687201298455, 1761333395.468649, 
2.0968955350986236, -0.15240193171668895, 0.4089640035520892, 1761333395.5657487, 
2.0695733344227754, -0.14676345906964103, 0.43810223235258866, 1761333395.677852, 
2.039338263153511, -0.18754809062679978, 0.428009391943897, 1761333395.7726564, 
2.009773113856645, -0.20981272033835965, 0.3875511037548846, 1761333395.8678687, 
1.9802381045854223, -0.20418050087346418, 0.38789374521896774, 1761333395.9656591, 
1.944831925640368, -0.20520289254330146, 0.41682012139039193, 1761333396.078567, 
1.9173069273493375, -0.20203006080410535, 0.4031408478030756, 1761333396.172668, 
1.8884607494275336, -0.19752468394587208, 0.36465079025537944, 1761333396.2687998, 
1.8582156510502967, -0.20458263254481723, 0.3635378384551026, 1761333396.36522, 
1.824133036684195, -0.20502755331707578, 0.38902850432714325, 1761333396.4782999, 
1.7953924518093034, -0.20184651616310223, 0.3790209500970055, 1761333396.572799, 
1.767237237904743, -0.2000514300913281, 0.34046532663707774, 1761333396.667912, 
1.7382511813770416, -0.19752102914521416, 0.34077428652118713, 1761333396.7656581, 
1.7054473606420892, -0.1972522541056405, 0.3627949128024348, 1761333396.8767774, 
1.677205515498113, -0.19694670669935221, 0.3527469758678583, 1761333396.9723094, 
1.648313788392877, -0.19749125357576314, 0.32342539676420495, 1761333397.0696385, 
1.6197095429238202, -0.19824750638781632, 0.3187195953168587, 1761333397.165659, 
1.5868824140779607, -0.19757752509234475, 0.3355727649190666, 1761333397.2769995, 
1.5588532403483684, -0.19643732934615357, 0.3280588626685085, 1761333397.3721826, 
1.530091344905868, -0.19699979031967021, 0.2995339155463495, 1761333397.4691796, 
1.5012434336920761, -0.1985063555498435, 0.2960361572234733, 1761333397.5656621, 
1.467144131242842, -0.20180587242766176, 0.3115419994542618, 1761333397.6769447, 
1.4392641299312554, -0.19919791308453028, 0.3041767831575039, 1761333397.7726955, 
1.4093822020211142, -0.19872916758873135, 0.27868429140463863, 1761333397.870664, 
1.3804060583558, -0.20334249839188864, 0.27202472932793226, 1761333397.965664, 
1.3469043903664246, -0.20133124278753267, 0.28550428430330205, 1761333398.0777168, 
1.3170921859228775, -0.2042898262643904, 0.2791040087672505, 1761333398.172694, 
1.2878983156046946, -0.20603970981661587, 0.2515206042919801, 1761333398.2686534, 
1.25814540846967, -0.20364065978467272, 0.2484926246941763, 1761333398.3656662, 
1.2233076200597666, -0.20588827331085546, 0.2626492522762196, 1761333398.477694, 
1.1941853709624337, -0.20477211172881185, 0.2548841234379993, 1761333398.5736985, 
1.164893437626765, -0.20394807995501138, 0.22802310190517386, 1761333398.6686475, 
1.1352234263103165, -0.20474073207250432, 0.22363358307001, 1761333398.765697, 
1.1007487563188623, -0.204405886225098, 0.23711201264289558, 1761333398.8778107, 
1.0708523997353427, -0.20642767002333406, 0.22927452684201896, 1761333398.9736984, 
