x, y, th, stamp, 
-1.9999443911194525, -0.5000009860719012, 6.7842600906425e-07, 5332000000, 
-1.999944289419373, -0.500000986128318, 6.80426993257995e-07, 5366000000, 
-1.9999439344218906, -0.5000009860226946, 6.848509521991805e-07, 5400000000, 
-1.9999433792149948, -0.5000009858288292, 6.912353677707219e-07, 5434000000, 
-1.9987881570519648, -0.5000009901604271, 1.8063044717910083e-06, 5468000000, 
-1.9964772186105837, -0.5000009964993855, 2.3798769692663754e-06, 5502000000, 
-1.9930109739822044, -0.5000010063293792, 1.9981914040613006e-06, 5536000000, 
-1.9883892834938137, -0.5000010166544969, 2.0648222990558087e-06, 5570000000, 
-1.982612129882114, -0.5000010269896838, 2.4126817163694414e-06, 5604000000, 
-1.9756795068822193, -0.5000010399329752, 2.4466465216370832e-06, 5638000000, 
-1.9675914105344747, -0.5000010516016468, 2.4559427347605956e-06, 5672000000, 
-1.9583478367003888, -0.5000010579600788, 2.616142280378252e-06, 5706000000, 
-1.9481524168312045, -0.5000010610105842, 2.545529407300537e-06, 5740000000, 
-1.937956690102208, -0.500001065178324, 2.029831263247911e-06, 5774000000, 
-1.927760568189162, -0.5000010646544263, 2.2239628974380463e-06, 5808000000, 
-1.9175640498508935, -0.500001059887582, 2.515668443294761e-06, 5842000000, 
-1.9073671364142653, -0.5000010535240219, 2.4574223322690686e-06, 5876000000, 
-1.897169830816615, -0.5000010421545518, 2.476080427319867e-06, 5910000000, 
-1.8869721353483644, -0.5000010254347901, 2.6133368456846345e-06, 5944000000, 
-1.8767740517642295, -0.5000010075985644, 2.64882005717528e-06, 5978000000, 
-1.8665755824378687, -0.5000009894250497, 2.686450511638585e-06, 6012000000, 
-1.856376729759685, -0.5000009686024268, 2.815837172536838e-06, 6046000000, 
-1.8461774958623574, -0.500000944818276, 2.919241127894333e-06, 6080000000, 
-1.83597788313416, -0.5000009195195277, 2.9668390974730268e-06, 6114000000, 
-1.8257778957913096, -0.5000008944152569, 3.0413989270202765e-06, 6148000000, 
-1.8155775373484313, -0.5000008681382201, 3.156064855133574e-06, 6182000000, 
