x, y, th, stamp, 
-1.9999399569017302, -0.5000010181662639, 7.066053004338926e-07, 3973000000, 
-1.9999421620118698, -0.5000010169414157, 6.832228430351686e-07, 4007000000, 
-1.999944273102263, -0.5000010155356295, 6.612758267800375e-07, 4041000000, 
-1.9999460100267776, -0.5000010140689141, 6.43991079025069e-07, 4075000000, 
-1.9987927756401833, -0.5000010135012014, 1.8958167306374815e-06, 4109000000, 
-1.9964835222576185, -0.5000010210266511, 2.4766373251651734e-06, 4143000000, 
-1.9930188770381319, -0.5000010316920308, 1.9315329193883097e-06, 4177000000, 
-1.9883987745085148, -0.500001034087009, 1.9959264196932287e-06, 4211000000, 
-1.9827908488124817, -0.5000031318283517, -0.0011382195509476482, 4245000000, 
-1.9765974441012326, -0.5000271270637641, -0.008263478940046889, 4279000000, 
-1.9698158117936757, -0.5001349985469982, -0.02557387337089029, 4313000000, 
-1.9629853302677451, -0.5003814780763837, -0.04634755223639704, 4347000000, 
-1.956169120150808, -0.500753596278826, -0.06212747552733449, 4381000000, 
-1.9493602234708964, -0.5012272521795339, -0.07734309111980552, 4415000000, 
-1.9425544662050067, -0.501815182240293, -0.0954637594761347, 4449000000, 
-1.9357607275354831, -0.5025268047763308, -0.11317554359945226, 4483000000, 
-1.9289823582048504, -0.5033526637066114, -0.1293921639330188, 4517000000, 
-1.9222170439341, -0.5042896085122116, -0.146197817232182, 4551000000, 
-1.9154672231271486, -0.5053431507371469, -0.16367690197311235, 4585000000, 
-1.9087370964237869, -0.5065130545218575, -0.180666486596018, 4619000000, 
-1.9020276785096726, -0.507795806553204, -0.19740578337031825, 4653000000, 
-1.8953399162256193, -0.5091918055010844, -0.21447415692860022, 4687000000, 
-1.8886765545318174, -0.5107021601728541, -0.23159828768970533, 4721000000, 
-1.8820398383096524, -0.5123256041299548, -0.2485271531839407, 4755000000, 
-1.8754311335391864, -0.5140610353679936, -0.26547238955948643, 4789000000, 
-1.8688523245854454, -0.5159085466626254, -0.2825198291555061, 4823000000, 
-1.8623056278692345, -0.5178677785902164, -0.2995321734877116, 4857000000, 
-1.8557928548860614, -0.5199377894823012, -0.3164962403969355, 4891000000, 
-1.8493156930588732, -0.522117950025883, -0.3334909463679483, 4925000000, 
-1.8428761794525488, -0.5244079193830479, -0.3505042869628855, 4959000000, 
-1.8364761790752973, -0.526806977696742, -0.3674961338233439, 4993000000, 
-1.830117482667087, -0.529314343646215, -0.3844832727807003, 5027000000, 
-1.8238019249633117, -0.5319293488106238, -0.40148367106888716, 5061000000, 
-1.8175313640281952, -0.5346512812218291, -0.41848368329411045, 5095000000, 
-1.8113076031747728, -0.5374793158334965, -0.435476733211056, 5129000000, 
-1.8051324222793568, -0.5404126183715953, -0.45247181833412714, 5163000000, 
-1.7990076133353696, -0.5434503630858715, -0.46947021262794014, 5197000000, 
-1.792934951685062, -0.5465916760470126, -0.4864665947971494, 5231000000, 
-1.7869161826988553, -0.5498356429781727, -0.5034615818803739, 5265000000, 
-1.7809530382575445, -0.5531816415365337, -0.5204524755515174, 5299000000, 
-1.7750482191345558, -0.5566275984616634, -0.5374433619969572, 5333000000, 
-1.7692037135272933, -0.5601726579468438, -0.5544383641905921, 5367000000, 
-1.7634213425924041, -0.5638158520068226, -0.5714363621325836, 5401000000, 
-1.7577027414273274, -0.5675561729555655, -0.5884320678242387, 5435000000, 
-1.7520495999300676, -0.5713925588178778, -0.6054262604956593, 5469000000, 
-1.7464635168316784, -0.5753238744843647, -0.6224214070769294, 5503000000, 
-1.740946203307642, -0.5793491136131317, -0.6394175334630905, 5537000000, 
-1.7354991254690273, -0.5834671202013529, -0.656415751787067, 5571000000, 
-1.7301231879867283, -0.5876772819402172, -0.6734117406300623, 5605000000, 
-1.7248195282344283, -0.5919786739329042, -0.6904049499178483, 5639000000, 
-1.7195894269872816, -0.5963699755278866, -0.7073979812428868, 5673000000, 
-1.7144344938300724, -0.6008499458168931, -0.7244044948278263, 5707000000, 
-1.709356379783256, -0.6054173173318631, -0.7414111718243669, 5741000000, 
-1.7043564997048086, -0.6100707228445621, -0.7584089601195986, 5775000000, 
-1.6994362537957752, -0.6148087919788188, -0.7754080615665278, 5809000000, 
-1.6945970290900447, -0.6196301750725866, -0.7924114014161103, 5843000000, 
-1.6898403836006908, -0.6245332673086671, -0.8094131560460519, 5877000000, 
-1.6851674857727432, -0.6295170428055316, -0.8264130302537047, 5911000000, 
