x, y, theta, stamp, 
-2.0602300310201827e-08, 2.3997040798917624e-08, -2.3842941004287625e-07, 1761339453828431528, 
-2.0602300310201827e-08, 2.3997040798917624e-08, -2.384297226862057e-07, 1761339453878325570, 
-2.0602300310201827e-08, 2.3997040798917624e-08, -2.384300353295351e-07, 1761339453928457835, 
-2.0602300310201827e-08, 2.3997040798917624e-08, -2.3843034797286455e-07, 1761339453978527141, 
-2.0602300310201827e-08, 2.3997040798917624e-08, -2.3843077430467743e-07, 1761339454029885158, 
-2.0602300310201827e-08, 2.3997040798917624e-08, -2.384312290586112e-07, 1761339454088410840, 
0.0001758107973728329, -0.00011681768228299916, 0.0014646337444240863, 1761339454189336391, 
0.002570156008005142, 0.00011381315562175587, 0.007044038225076117, 1761339454228430520, 
0.010401515290141106, 0.00031421356834471226, 0.01553424735366676, 1761339454299280690, 
0.015118199400603771, 0.0001446202804800123, 0.018654254898056888, 1761339454329039316, 
0.02537292242050171, 0.0007555709453299642, 0.02944056697108447, 1761339454388765594, 
0.050024449825286865, 0.0019174080807715654, 0.05441728046088891, 1761339454489280197, 
0.08045565336942673, 0.0046950411051511765, 0.08438335740537153, 1761339454584363511, 
0.10955847054719925, 0.007884923368692398, 0.11507932270951891, 1761339454678551244, 
0.14332446455955505, 0.012867347337305546, 0.15363127847438257, 1761339454789846816, 
0.17345573008060455, 0.0185245368629694, 0.21126501824703353, 1761339454888292610, 
0.20205092430114746, 0.025620492175221443, 0.2829307455058565, 1761339454984337605, 
0.22942690551280975, 0.034542061388492584, 0.34502349548454014, 1761339455078388589, 
0.2578568160533905, 0.045774511992931366, 0.42105299482761827, 1761339455179857182, 
0.2873847186565399, 0.06101420521736145, 0.522711774907951, 1761339455288247478, 
0.3111455738544464, 0.07661763578653336, 0.623531923267149, 1761339455385233147, 
0.3332625925540924, 0.09430646151304245, 0.7165555715442754, 1761339455479243195, 
0.3560834228992462, 0.1155138611793518, 0.7718163303111406, 1761339455580723667, 
0.3791947066783905, 0.13895095884799957, 0.806309233016943, 1761339455688260651, 
0.39904582500457764, 0.16096264123916626, 0.8733304388604758, 1761339455786229982, 
0.4166101813316345, 0.18324585258960724, 0.9302236747281837, 1761339455878267474, 
0.43682265281677246, 0.21151511371135712, 0.9526751355321901, 1761339455989003311, 
0.4545728862285614, 0.2365676462650299, 0.9523196867952948, 1761339456088279037, 
0.4717619717121124, 0.2603704035282135, 0.947219429829014, 1761339456186234737, 
0.4886290729045868, 0.28404441475868225, 0.9506272411184339, 1761339456278234635, 
0.5057957768440247, 0.3090689182281494, 0.9683042883392233, 1761339456377984828, 
0.5237476825714111, 0.33741533756256104, 1.0174514388426346, 1761339456489276604, 
0.539205014705658, 0.3638608455657959, 1.0436000264426504, 1761339456587238199, 
0.5533658266067505, 0.3880489766597748, 1.0466425507650512, 1761339456679237756, 
0.5681471228599548, 0.41415223479270935, 1.0594752495013853, 1761339456777541664, 
0.5843863487243652, 0.4442923367023468, 1.0730575047750164, 1761339456892141896, 
0.5984675288200378, 0.4709700644016266, 1.0811178444711398, 1761339456988239864, 
0.6117894649505615, 0.4957828223705292, 1.0816610912975535, 1761339457079239194, 
0.6282380819320679, 0.5256694555282593, 1.0687308191489693, 1761339457190187423, 
0.6433888077735901, 0.551551342010498, 1.0435527267478217, 1761339457289123757, 
0.65920090675354, 0.5773791670799255, 1.0188312410747478, 1761339457388237411, 
0.6744798421859741, 0.6012122631072998, 0.9909906094085786, 1761339457479241263, 
0.6923719048500061, 0.6268163323402405, 0.9594142187413124, 1761339457579573941, 
0.7117506265640259, 0.6539905071258545, 0.9503376457946735, 1761339457688289269, 
0.7302998304367065, 0.6784136295318604, 0.9194708953541155, 1761339457788243427, 
0.747660756111145, 0.7000840902328491, 0.8547894320117025, 1761339457880241578, 
0.7681211233139038, 0.7219573855400085, 0.7868465715688852, 1761339457980183584, 
0.7925955653190613, 0.7447803616523743, 0.708736293280174, 1761339458088460914, 
0.8163881301879883, 0.7641641497612, 0.6344332247599159, 1761339458189242507, 
0.8390122652053833, 0.7798107862472534, 0.571685307725199, 1761339458280244685, 
0.8679106831550598, 0.796960711479187, 0.4912663927382689, 1761339458389433898, 
0.8955370187759399, 0.810612678527832, 0.42173304770679226, 1761339458488282617, 
0.923150360584259, 0.8218881487846375, 0.37279268594468784, 1761339458589242872, 
0.9483572244644165, 0.8308278918266296, 0.3387217265433493, 1761339458678248560, 
0.9772645831108093, 0.8401663303375244, 0.301002911785778, 1761339458778496187, 
1.0099282264709473, 0.8490353226661682, 0.2649237387109839, 1761339458888247017, 
1.0396288633346558, 0.8562564253807068, 0.2402019370049723, 1761339458989245105, 
1.0659990310668945, 0.86200350522995, 0.2235367636036435, 1761339459078277922, 
1.0958846807479858, 0.8678333759307861, 0.20377873913177327, 1761339459178553865, 
1.1289921998977661, 0.8740289807319641, 0.1853396596569865, 1761339459288876440, 
1.1582272052764893, 0.8788917660713196, 0.1720070172393605, 1761339459389247777, 
1.1837767362594604, 0.8826045393943787, 0.15828372794844206, 1761339459478248970, 
1.2151377201080322, 0.8868593573570251, 0.13281672385245843, 1761339459590192185, 
1.2429120540618896, 0.8896815776824951, 0.11352374888161892, 1761339459689900448, 
1.2696865797042847, 0.8924780488014221, 0.10224932585699645, 1761339459789254922, 
1.2932913303375244, 0.8942677974700928, 0.09035261173318997, 1761339459878632725, 
1.322411298751831, 0.8960160613059998, 0.07036109216868025, 1761339459989992234, 
1.3482636213302612, 0.8985727429389954, 0.08540831521234818, 1761339460089418519, 
1.3733482360839844, 0.900514543056488, 0.07687324326988003, 1761339460189497775, 
1.3949549198150635, 0.9021391272544861, 0.07140782017743445, 1761339460278223251, 
1.4218263626098633, 0.9049118161201477, 0.09610514531572992, 1761339460389418717, 
1.4455257654190063, 0.9074101448059082, 0.10327009502739355, 1761339460489435964, 
1.4682866334915161, 0.910061240196228, 0.11238706113565393, 1761339460590175681, 
1.4888619184494019, 0.9129371047019958, 0.12527701006863817, 1761339460679717735, 
1.5109354257583618, 0.9158453345298767, 0.1334863190898386, 1761339460780110915, 
1.5345579385757446, 0.919219970703125, 0.13681894820947096, 1761339460889509761, 
1.55551016330719, 0.9219582676887512, 0.13131648566314225, 1761339460990912524, 
1.5742276906967163, 0.924164891242981, 0.12228405317971777, 1761339461080171619, 
1.596248984336853, 0.9272029399871826, 0.12240333840276132, 1761339461189449279, 
1.6162002086639404, 0.9297314286231995, 0.12418601692455891, 1761339461289557663, 
1.634044885635376, 0.9320460557937622, 0.1254628227364838, 1761339461384676936, 
1.6520618200302124, 0.9342771768569946, 0.1239403145932715, 1761339461479835805, 
1.6720702648162842, 0.9368340373039246, 0.12211732927932765, 1761339461590035629, 
1.6906605958938599, 0.9390785098075867, 0.12124378112052296, 1761339461689218701, 
1.7071256637573242, 0.9411599040031433, 0.11774600906126334, 1761339461785258335, 
1.7232768535614014, 0.9431074261665344, 0.11586981036504378, 1761339461879281471, 
1.7419168949127197, 0.9454217553138733, 0.11663346552479213, 1761339461989877216, 
1.7584185600280762, 0.9473752379417419, 0.1165214127296087, 1761339462089275100, 
1.7739248275756836, 0.948998749256134, 0.10978974702290198, 1761339462185256426, 
1.788682222366333, 0.9505782127380371, 0.10629134749273145, 1761339462279257482, 
1.8058860301971436, 0.9524378180503845, 0.10679041086647754, 1761339462389786913, 
1.820831537246704, 0.9540156722068787, 0.10210741106943896, 1761339462489303663, 
1.8354260921478271, 0.9554609060287476, 0.09747635241333323, 1761339462586404096, 
1.8487058877944946, 0.9567784667015076, 0.09248483578197358, 1761339462679662290, 
1.862318515777588, 0.9579675197601318, 0.08972035402009512, 1761339462776878315, 
1.8779194355010986, 0.959323525428772, 0.0866246842371637, 1761339462889449914, 
1.8910623788833618, 0.9604636430740356, 0.08438183283330805, 1761339462987259911, 
1.9039387702941895, 0.9614429473876953, 0.08257465052839753, 1761339463079257495, 
1.917096734046936, 0.9626029133796692, 0.07902360732191849, 1761339463178037389, 
1.9284625053405762, 0.963334321975708, 0.07548881337171634, 1761339463269305821, 
1.9433743953704834, 0.964468777179718, 0.07309270837769985, 1761339463387262267, 
1.9545739889144897, 0.965257465839386, 0.07107086439288722, 1761339463480261203, 
1.966332197189331, 0.9661858677864075, 0.06815482751179407, 1761339463579083407, 
1.9793368577957153, 0.9670337438583374, 0.0672896644864357, 1761339463691290976, 
1.990357518196106, 0.9676483869552612, 0.06453022130817247, 1761339463788407931, 
2.0006027221679688, 0.968247652053833, 0.06317458484956237, 1761339463879264168, 
2.0125722885131836, 0.9691768884658813, 0.06262285871666795, 1761339463989616637, 
2.023366689682007, 0.9699797630310059, 0.06101399271536027, 1761339464089208980, 
2.0336506366729736, 0.9706740379333496, 0.057049109170064415, 1761339464189262176, 
2.043034553527832, 0.9712151885032654, 0.05512175938991272, 1761339464279264549, 
2.054114818572998, 0.9718250632286072, 0.05273851399008715, 1761339464389776639, 
2.061945915222168, 0.972165048122406, 0.05180486258593612, 1761339464469572742, 
2.073214530944824, 0.9727623462677002, 0.04964002804971771, 1761339464589277771, 
2.0816116333007812, 0.9730031490325928, 0.047813254878981824, 1761339464679265973, 
2.090683937072754, 0.9733859300613403, 0.045273180201436704, 1761339464779305953, 
2.1004183292388916, 0.9738824367523193, 0.04499043803869088, 1761339464889282889, 
2.1089489459991455, 0.9745274782180786, 0.04362428747916885, 1761339464989263011, 
2.1168673038482666, 0.9747592210769653, 0.039564223754937684, 1761339465080266781, 
2.1260623931884766, 0.9750481843948364, 0.040868615866757566, 1761339465189832773, 
2.134432792663574, 0.9754164218902588, 0.04163395401348839, 1761339465289653937, 
2.1423721313476562, 0.97593754529953, 0.04024016284990487, 1761339465389267361, 
2.1494107246398926, 0.9761050939559937, 0.03923664409115221, 1761339465479278251, 
2.1580557823181152, 0.9762943387031555, 0.03961258805238512, 1761339465589779492, 
2.165534496307373, 0.9768770933151245, 0.03961256568748365, 1761339465689553744, 
2.1728885173797607, 0.9771748781204224, 0.03972031053532392, 1761339465789268014, 
2.1792094707489014, 0.977212131023407, 0.03849435227112068, 1761339465879303273, 
2.18699049949646, 0.9778831005096436, 0.03766179419817754, 1761339465989611160, 
2.1936752796173096, 0.9778619408607483, 0.03647877067646393, 1761339466090059629, 
2.2006025314331055, 0.9781146049499512, 0.035980956177052936, 1761339466189366068, 
2.206486463546753, 0.9783884286880493, 0.03478381849687025, 1761339466279279739, 
2.2128841876983643, 0.9785540699958801, 0.034783773773091727, 1761339466379569844, 
2.219433069229126, 0.9790682792663574, 0.03384270920770642, 1761339466490014321, 
2.225804567337036, 0.9788205623626709, 0.03225151251629409, 1761339466589309180, 
2.231203079223633, 0.979335367679596, 0.031908201774166034, 1761339466679396442, 
2.2374846935272217, 0.9792575240135193, 0.03414409692568311, 1761339466791642569, 
2.2437314987182617, 0.9794613122940063, 0.034144141648869634, 1761339466890165605, 
2.24896240234375, 0.9795263409614563, 0.03414418637180452, 1761339466990398519, 
2.2539737224578857, 0.9799662828445435, 0.033765580206412495, 1761339467079289874, 
2.259495258331299, 0.9797840714454651, 0.03377728805935417, 1761339467180048637, 
2.264028310775757, 0.9802982807159424, 0.03330215685257253, 1761339467269298473, 
2.2705225944519043, 0.9801251292228699, 0.032964544161043545, 1761339467389478482, 
2.2751688957214355, 0.9805270433425903, 0.031418415251638375, 1761339467484496766, 
2.2806906700134277, 0.9805951714515686, 0.0315831337036863, 1761339467594290421, 
2.284817695617676, 0.980735182762146, 0.03079348131221575, 1761339467684371837, 
